id_vivienda,superficie,num_hab,distancia,fecha_const,parking,premiada,tam_buzon,precio,impuestos,vendida
viv_1032,64.0,3,5,1996-01-01,,0,0.7,304000,30400.0,0
viv_1033,79.0,3,10,1964-01-01,int,0,0.6,159000,15900.0,1
viv_1034,97.0,4+,5,2012-01-01,,0,1.9,269000,26900.0,1
viv_1035,98.0,4+,7,1970-01-01,ext,0,1.1,279000,27900.0,1
viv_1036,126.0,3,3,1982-01-01,ext,0,1.2,335000,33500.0,1
viv_1037,110.0,3,8,1999-01-01,int,0,0.7,292000,29200.0,1
viv_1038,111.0,4+,5,1977-01-01,,0,1.0,218000,21800.0,0
viv_1039,73.0,3,1,2011-01-01,ext,0,1.2,169000,16900.0,0
viv_1040,124.0,4+,6,2020-01-01,,0,0.8,304000,30400.0,1
viv_1041,113.0,2,5,1994-01-01,int,0,1.1,293000,29300.0,1
viv_1042,94.0,2,7,1989-01-01,,0,1.1,227000,22700.0,1
viv_1043,99.0,2,6,1974-01-01,ext,0,2.0,185000,18500.0,0
viv_1044,127.0,3,7,1982-01-01,,0,1.0,284000,28400.0,1
viv_1045,99.0,2,4,2003-01-01,int,0,1.2,274000,27400.0,1
viv_1046,74.0,3,5,2005-01-01,ext,0,0.7,237000,23700.0,1
viv_1047,85.0,1,10,1994-01-01,ext,0,0.7,118000,11800.0,0
viv_1048,70.0,3,6,1989-01-01,ext,0,1.5,112000,11200.0,0
viv_1049,116.0,2,4,2022-01-01,int,0,0.7,304000,30400.0,1
viv_1050,105.0,3,9,1987-01-01,ext,0,1.3,258000,25800.0,1
viv_1051,98.0,4+,6,2023-01-01,int,0,1.6,311000,31100.0,1
viv_1052,96.0,4+,9,2020-01-01,,0,1.5,233000,23300.0,1
viv_1053,130.0,2,6,1999-01-01,,0,1.9,268000,26800.0,1
viv_1054,115.0,1,1,2013-01-01,ext,0,0.5,228000,22800.0,1
viv_1055,91.0,2,1,2013-01-01,ext,0,1.3,303000,30300.0,0
viv_1056,77.0,4+,2,1972-01-01,ext,0,1.5,279000,27900.0,0
viv_1057,87.0,4+,7,2023-01-01,,0,1.2,242000,24200.0,1
viv_1058,95.0,1,3,1985-01-01,ext,0,1.1,206000,20600.0,1
viv_1059,77.0,4+,7,2015-01-01,ext,0,1.6,167000,16700.0,0
viv_1060,124.0,3,9,1972-01-01,int,0,1.6,282000,28200.0,1
viv_1061,67.0,3,1,2010-01-01,int,0,0.6,234000,23400.0,1
viv_1062,127.0,3,9,2015-01-01,,0,1.7,256000,25600.0,1
viv_1063,97.0,4+,8,1998-01-01,int,0,1.8,288000,28800.0,1
viv_1064,102.0,4+,6,1973-01-01,int,0,1.9,309000,30900.0,1
viv_1065,86.0,2,2,2005-01-01,ext,0,1.9,248000,24800.0,1
viv_1066,127.0,1,8,2009-01-01,ext,0,1.9,342000,34200.0,0
viv_1067,90.0,2,10,1994-01-01,int,0,0.6,123000,12300.0,0
viv_1068,121.0,1,4,1999-01-01,int,0,1.6,282000,28200.0,0
viv_1069,62.0,2,7,2019-01-01,int,0,0.9,196000,19600.0,1
viv_1070,119.0,3,6,1990-01-01,int,0,0.6,151000,15100.0,0
viv_1071,67.0,4+,4,1996-01-01,int,0,1.0,187000,18700.0,0
viv_1072,116.0,3,8,1992-01-01,ext,0,1.8,291000,29100.0,1
viv_1073,123.0,1,7,1988-01-01,,0,0.5,204000,20400.0,1
viv_1074,64.0,2,8,1991-01-01,int,0,1.2,325000,32500.0,0
viv_1075,81.0,1,10,1981-01-01,int,0,0.7,154000,15400.0,1
viv_1076,115.0,1,3,2008-01-01,ext,0,1.6,227000,22700.0,1
viv_1077,111.0,1,9,1997-01-01,,0,1.9,257000,25700.0,0
viv_1078,90.0,2,5,1984-01-01,ext,0,1.5,256000,25600.0,0
viv_1079,124.0,3,6,1984-01-01,int,0,2.0,336000,33600.0,1
viv_1080,124.0,2,1,1994-01-01,ext,0,0.7,308000,30800.0,1
viv_1081,100.0,3,2,2010-01-01,ext,0,1.9,330000,33000.0,0
viv_1082,113.0,3,10,2006-01-01,ext,0,1.7,223000,22300.0,1
viv_1083,91.0,1,6,2003-01-01,int,0,1.5,110000,11000.0,0
viv_1084,61.0,4+,8,1990-01-01,int,0,0.8,269000,26900.0,0
viv_1085,117.0,3,2,1977-01-01,int,0,1.8,143000,14300.0,0
viv_1086,126.0,1,6,1978-01-01,ext,0,0.6,208000,20800.0,0
viv_1087,90.0,2,7,1970-01-01,ext,0,1.6,332000,33200.0,0
viv_1088,87.0,4+,5,2019-01-01,ext,0,1.2,278000,27800.0,1
viv_1089,116.0,1,2,1992-01-01,ext,0,1.4,229000,22900.0,1
viv_1090,109.0,3,4,2021-01-01,,0,1.9,275000,27500.0,1
viv_1091,94.0,1,6,1964-01-01,,0,1.6,154000,15400.0,1
viv_1092,113.0,4+,2,2022-01-01,ext,0,0.9,336000,33600.0,1
viv_1093,84.0,2,3,1996-01-01,,0,0.6,220000,22000.0,1
viv_1094,93.0,4+,6,1982-01-01,ext,0,1.6,286000,28600.0,1
viv_1095,96.0,1,6,1997-01-01,int,0,1.5,211000,21100.0,1
viv_1096,122.0,4+,10,1967-01-01,ext,0,0.8,222000,22200.0,1
viv_1097,87.0,3,5,1983-01-01,ext,0,1.7,265000,26500.0,1
viv_1098,83.0,2,1,2019-01-01,,0,1.1,223000,22300.0,1
viv_1099,115.0,4+,10,1973-01-01,,0,1.0,209000,20900.0,1
viv_1100,92.0,1,2,2010-01-01,int,0,0.9,211000,21100.0,1
viv_1101,120.0,3,6,1988-01-01,int,0,0.9,327000,32700.0,1
viv_1102,95.0,1,8,1994-01-01,int,0,0.8,138000,13800.0,0
viv_1103,89.0,1,8,1988-01-01,ext,0,1.8,190000,19000.0,1
viv_1104,81.0,2,2,1994-01-01,int,0,1.0,244000,24400.0,1
viv_1105,79.0,3,3,1979-01-01,int,0,1.1,259000,25900.0,1
viv_1106,96.0,2,2,1982-01-01,int,0,1.1,274000,27400.0,1
viv_1107,83.0,1,7,1997-01-01,,0,0.6,175000,17500.0,1
viv_1108,86.0,3,9,1964-01-01,,0,1.1,170000,17000.0,1
viv_1109,114.0,1,6,1990-01-01,ext,0,1.1,218000,21800.0,1
viv_1110,118.0,1,6,1974-01-01,ext,0,1.9,218000,21800.0,1
viv_1111,122.0,4+,1,1992-01-01,,0,1.8,202000,20200.0,0
viv_1112,121.0,2,8,1985-01-01,ext,0,1.0,268000,26800.0,1
viv_1113,122.0,4+,9,1995-01-01,,0,0.9,262000,26200.0,1
viv_1114,125.0,1,9,1980-01-01,ext,0,0.8,202000,20200.0,1
viv_1115,66.0,3,3,1994-01-01,int,0,0.6,232000,23200.0,1
viv_1116,129.0,3,9,1993-01-01,int,0,1.5,345000,34500.0,0
viv_1117,83.0,2,5,1981-01-01,,0,1.2,296000,29600.0,0
viv_1118,60.0,1,2,1979-01-01,int,0,0.6,316000,31600.0,0
viv_1119,85.0,4+,2,1977-01-01,,0,0.8,169000,16900.0,0
viv_1120,72.0,3,3,2019-01-01,int,0,0.6,246000,24600.0,1
viv_1121,117.0,3,1,1992-01-01,,0,1.0,290000,29000.0,1
viv_1122,81.0,1,7,1965-01-01,int,0,1.8,172000,17200.0,1
viv_1123,91.0,2,5,1969-01-01,,0,1.8,219000,21900.0,1
viv_1124,109.0,4+,6,2019-01-01,,0,1.5,251000,25100.0,0
viv_1125,104.0,1,7,2006-01-01,,0,0.8,155000,15500.0,0
viv_1126,86.0,3,2,2001-01-01,int,0,0.8,278000,27800.0,1
viv_1127,84.0,3,8,2011-01-01,ext,0,1.8,245000,24500.0,1
viv_1128,70.0,1,9,1989-01-01,,0,0.8,151000,15100.0,1
viv_1129,100.0,4+,1,1967-01-01,ext,0,1.5,293000,29300.0,1
viv_1130,93.0,4+,8,1968-01-01,ext,0,1.6,303000,30300.0,0
viv_1131,97.0,2,3,1965-01-01,,0,0.8,213000,21300.0,1
viv_1132,99.0,2,1,1969-01-01,int,0,1.9,335000,33500.0,0
viv_1133,64.0,1,4,2023-01-01,ext,0,1.6,168000,16800.0,1
viv_1134,82.0,1,8,1994-01-01,int,0,1.0,336000,33600.0,0
viv_1135,119.0,1,3,1987-01-01,ext,0,1.1,325000,32500.0,0
viv_1136,80.0,4+,1,2012-01-01,,0,1.6,243000,24300.0,1
viv_1137,111.0,4+,6,2007-01-01,int,0,1.1,337000,33700.0,1
viv_1138,72.0,3,1,1990-01-01,ext,0,0.8,237000,23700.0,1
viv_1139,60.0,3,3,2006-01-01,ext,0,0.7,209000,20900.0,1
viv_1140,93.0,4+,6,2009-01-01,ext,0,1.8,286000,28600.0,1
viv_1141,129.0,4+,10,2019-01-01,int,0,1.7,253000,25300.0,1
viv_1142,74.0,1,9,2000-01-01,int,0,0.7,169000,16900.0,1
viv_1143,68.0,1,1,1973-01-01,,0,1.9,200000,20000.0,0
viv_1144,85.0,2,8,1972-01-01,int,0,2.0,340000,34000.0,0
viv_1145,94.0,1,1,2010-01-01,int,0,1.1,341000,34100.0,0
viv_1146,65.0,1,7,1972-01-01,,0,1.0,142000,14200.0,0
viv_1147,91.0,4+,3,1964-01-01,,0,0.7,200000,20000.0,1
viv_1148,80.0,4+,2,1992-01-01,int,0,1.9,278000,27800.0,1
viv_1149,97.0,3,10,1964-01-01,int,0,1.5,171000,17100.0,1
viv_1150,63.0,1,5,1984-01-01,int,0,0.6,135000,13500.0,0
viv_1151,129.0,1,4,1970-01-01,,0,1.9,209000,20900.0,1
viv_1152,73.0,4+,7,1968-01-01,ext,0,1.0,258000,25800.0,0
viv_1153,111.0,2,9,2018-01-01,ext,0,1.7,247000,24700.0,1
viv_1154,77.0,3,4,2010-01-01,int,0,1.0,350000,35000.0,0
viv_1155,83.0,4+,1,1969-01-01,ext,0,1.3,264000,26400.0,1
viv_1156,75.0,2,5,2005-01-01,int,0,0.8,231000,23100.0,1
viv_1157,60.0,1,10,1977-01-01,int,0,2.0,306000,30600.0,0
viv_1158,114.0,4+,8,1967-01-01,,0,1.0,253000,25300.0,1
viv_1159,91.0,2,4,1983-01-01,,0,1.8,185000,18500.0,0
viv_1160,77.0,4+,5,2001-01-01,ext,0,1.8,256000,25600.0,1
viv_1161,74.0,1,5,1992-01-01,,0,1.7,169000,16900.0,1
viv_1162,90.0,4+,5,2000-01-01,ext,0,1.5,282000,28200.0,1
viv_1163,69.0,4+,9,1976-01-01,,0,0.6,193000,19300.0,1
viv_1164,101.0,4+,9,1999-01-01,ext,0,1.8,263000,26300.0,1
viv_1165,117.0,3,8,1989-01-01,,0,0.8,195000,19500.0,0
viv_1166,91.0,1,6,2005-01-01,int,0,1.5,205000,20500.0,1
viv_1167,94.0,1,9,2008-01-01,,0,0.8,214000,21400.0,0
viv_1168,108.0,2,9,1982-01-01,ext,0,1.5,241000,24100.0,1
viv_1169,107.0,4+,1,2004-01-01,ext,0,1.3,330000,33000.0,1
viv_1170,87.0,3,7,2014-01-01,int,0,1.5,205000,20500.0,0
viv_1171,87.0,2,2,1975-01-01,,0,0.7,222000,22200.0,1
viv_1172,83.0,2,7,1974-01-01,ext,0,0.6,226000,22600.0,1
viv_1173,90.0,3,6,2019-01-01,,0,1.3,243000,24300.0,1
viv_1174,109.0,4+,6,2004-01-01,,0,1.0,280000,28000.0,1
viv_1175,81.0,4+,6,2017-01-01,int,0,0.9,269000,26900.0,1
viv_1176,81.0,2,6,1975-01-01,int,0,1.0,233000,23300.0,1
viv_1177,74.0,1,6,1980-01-01,int,0,1.3,181000,18100.0,1
viv_1178,64.0,1,1,1997-01-01,int,0,0.7,133000,13300.0,0
viv_1179,96.0,4+,8,1964-01-01,ext,0,1.5,208000,20800.0,1
viv_1180,110.0,4+,7,2006-01-01,int,0,1.9,326000,32600.0,1
viv_1181,84.0,2,4,1993-01-01,ext,0,1.8,241000,24100.0,1
viv_1182,128.0,2,7,1970-01-01,,0,1.7,250000,25000.0,1
viv_1183,99.0,4+,8,2005-01-01,ext,0,1.2,313000,31300.0,0
viv_1184,74.0,2,10,1991-01-01,ext,0,1.1,172000,17200.0,1
viv_1185,91.0,4+,7,1979-01-01,,0,1.0,244000,24400.0,1
viv_1186,67.0,3,9,2010-01-01,ext,0,0.9,198000,19800.0,1
viv_1187,125.0,4+,8,2012-01-01,int,0,0.6,242000,24200.0,0
viv_1188,83.0,1,6,1989-01-01,,0,0.6,178000,17800.0,1
viv_1189,67.0,4+,10,1969-01-01,ext,0,0.7,173000,17300.0,1
viv_1190,122.0,1,9,1975-01-01,,0,1.2,185000,18500.0,1
viv_1191,70.0,4+,2,1999-01-01,ext,0,2.0,242000,24200.0,1
viv_1192,79.0,2,1,1965-01-01,ext,0,0.8,207000,20700.0,1
viv_1193,125.0,4+,8,1993-01-01,int,0,1.6,333000,33300.0,1
viv_1194,95.0,3,3,1991-01-01,int,0,1.4,293000,29300.0,1
viv_1195,105.0,3,6,1999-01-01,ext,0,1.1,292000,29200.0,1
viv_1196,100.0,2,10,1981-01-01,,0,1.4,342000,34200.0,0
viv_1197,121.0,3,4,1991-01-01,ext,0,1.3,328000,32800.0,1
viv_1198,80.0,3,7,2016-01-01,int,0,1.6,251000,25100.0,1
viv_1199,65.0,4+,10,1992-01-01,ext,0,1.9,176000,17600.0,1
viv_1200,122.0,3,3,1978-01-01,,0,1.7,291000,29100.0,1
viv_1201,65.0,1,4,2015-01-01,,0,1.6,160000,16000.0,1
viv_1202,111.0,1,10,1998-01-01,ext,0,1.6,172000,17200.0,1
viv_1203,70.0,3,5,2003-01-01,int,0,0.5,151000,15100.0,0
viv_1204,108.0,1,1,2001-01-01,,0,0.8,204000,20400.0,1
viv_1205,63.0,2,9,1973-01-01,int,0,0.7,181000,18100.0,1
viv_1206,77.0,2,3,2006-01-01,,0,1.9,184000,18400.0,0
viv_1207,112.0,4+,5,1990-01-01,,0,1.1,286000,28600.0,1
viv_1208,73.0,1,10,1981-01-01,,0,0.6,136000,13600.0,1
viv_1209,117.0,2,7,2022-01-01,int,0,1.5,289000,28900.0,1
viv_1210,111.0,3,9,1994-01-01,,0,1.9,239000,23900.0,1
viv_1211,72.0,4+,6,2014-01-01,int,0,1.2,249000,24900.0,1
viv_1212,101.0,2,9,2015-01-01,ext,0,1.5,291000,29100.0,0
viv_1213,119.0,1,2,1975-01-01,ext,0,1.4,225000,22500.0,1
viv_1214,71.0,4+,9,1989-01-01,,0,1.3,197000,19700.0,1
viv_1215,79.0,2,2,1986-01-01,,0,1.2,327000,32700.0,0
viv_1216,125.0,4+,10,2001-01-01,ext,0,1.6,240000,24000.0,1
viv_1217,107.0,3,5,1975-01-01,ext,0,1.6,274000,27400.0,0
viv_1218,130.0,3,7,2019-01-01,ext,0,0.7,324000,32400.0,1
viv_1219,92.0,3,4,1985-01-01,int,0,1.2,288000,28800.0,1
viv_1220,79.0,2,6,1999-01-01,int,0,1.9,234000,23400.0,1
viv_1221,87.0,2,6,1996-01-01,ext,0,1.0,242000,24200.0,1
viv_1222,90.0,1,1,2018-01-01,int,0,1.5,195000,19500.0,0
viv_1223,64.0,2,1,1975-01-01,int,0,0.6,210000,21000.0,1
viv_1224,111.0,1,5,2011-01-01,int,0,0.7,228000,22800.0,1
viv_1225,127.0,4+,6,2014-01-01,,0,1.6,314000,31400.0,0
viv_1226,67.0,1,5,2012-01-01,ext,0,0.8,171000,17100.0,1
viv_1227,129.0,4+,8,2003-01-01,,0,0.9,288000,28800.0,1
viv_1228,92.0,1,7,1991-01-01,int,0,2.0,203000,20300.0,1
viv_1229,65.0,3,7,2006-01-01,ext,0,1.3,212000,21200.0,1
viv_1230,118.0,2,4,1979-01-01,,0,1.5,261000,26100.0,1
viv_1231,81.0,4+,3,1989-01-01,,0,1.4,241000,24100.0,1
viv_1232,62.0,4+,2,1971-01-01,,0,0.9,248000,24800.0,0
viv_1233,74.0,2,2,1981-01-01,int,0,0.6,229000,22900.0,1
viv_1234,121.0,2,5,1999-01-01,int,0,1.4,302000,30200.0,1
viv_1235,105.0,3,5,1975-01-01,,0,1.4,260000,26000.0,1
viv_1236,83.0,2,3,2010-01-01,,0,0.8,220000,22000.0,1
viv_1237,118.0,4+,10,2002-01-01,int,0,1.3,242000,24200.0,1
viv_1238,125.0,2,9,1969-01-01,int,0,1.0,254000,25400.0,1
viv_1239,92.0,3,8,1987-01-01,ext,0,0.5,255000,25500.0,1
viv_1240,66.0,2,6,2000-01-01,ext,0,1.5,113000,11300.0,0
viv_1241,118.0,2,1,1970-01-01,ext,0,0.5,215000,21500.0,0
viv_1242,71.0,1,7,1981-01-01,ext,0,0.8,174000,17400.0,1
viv_1243,61.0,3,2,1977-01-01,ext,0,1.1,209000,20900.0,1
viv_1244,110.0,3,7,2023-01-01,int,0,0.8,307000,30700.0,1
viv_1245,92.0,4+,6,2011-01-01,ext,0,0.7,284000,28400.0,1
viv_1246,122.0,2,4,2015-01-01,,0,0.6,266000,26600.0,1
viv_1247,83.0,3,4,2017-01-01,,0,0.7,338000,33800.0,0
viv_1248,78.0,3,5,1994-01-01,int,0,1.8,257000,25700.0,1
viv_1249,127.0,4+,2,1994-01-01,,0,2.0,315000,31500.0,1
viv_1250,110.0,4+,6,2010-01-01,ext,0,0.5,129000,12900.0,0
viv_1251,81.0,2,5,1965-01-01,ext,0,1.6,205000,20500.0,1
viv_1252,97.0,3,8,2010-01-01,int,0,1.9,273000,27300.0,1
viv_1253,76.0,3,7,2009-01-01,ext,0,1.6,226000,22600.0,0
viv_1254,101.0,4+,8,1994-01-01,int,0,1.4,292000,29200.0,1
viv_1255,108.0,4+,4,1986-01-01,int,0,0.8,332000,33200.0,1
viv_1256,101.0,2,2,2012-01-01,int,0,1.1,280000,28000.0,1
viv_1257,84.0,1,7,1987-01-01,int,0,0.7,191000,19100.0,1
viv_1258,110.0,2,9,1996-01-01,ext,0,1.3,194000,19400.0,0
viv_1259,63.0,4+,3,1993-01-01,ext,0,0.7,166000,16600.0,0
viv_1260,92.0,1,1,2004-01-01,,0,0.8,320000,32000.0,0
viv_1261,62.0,4+,10,2020-01-01,ext,0,0.7,313000,31300.0,0
viv_1262,130.0,4+,3,1971-01-01,ext,0,2.0,140000,14000.0,0
viv_1263,86.0,1,2,2000-01-01,,0,1.3,186000,18600.0,1
viv_1264,70.0,2,5,1996-01-01,,0,1.8,198000,19800.0,1
viv_1265,89.0,1,6,2006-01-01,,0,0.7,182000,18200.0,1
viv_1266,112.0,2,4,2012-01-01,ext,0,1.7,283000,28300.0,1
viv_1267,123.0,4+,5,2015-01-01,,0,1.7,306000,30600.0,1
viv_1268,61.0,3,2,1999-01-01,int,0,0.5,218000,21800.0,1
viv_1269,94.0,4+,6,1968-01-01,ext,0,1.8,269000,26900.0,1
viv_1270,85.0,1,3,2002-01-01,int,0,1.4,203000,20300.0,1
viv_1271,80.0,2,9,2008-01-01,ext,0,1.3,207000,20700.0,1
viv_1272,121.0,4+,5,1967-01-01,,0,0.5,280000,28000.0,1
viv_1273,108.0,2,10,1969-01-01,,0,1.3,184000,18400.0,1
viv_1274,123.0,2,1,2014-01-01,int,0,1.7,123000,12300.0,0
viv_1275,62.0,2,2,2022-01-01,ext,0,0.9,202000,20200.0,1
viv_1276,108.0,4+,6,2019-01-01,int,0,0.7,328000,32800.0,1
viv_1277,106.0,4+,1,2005-01-01,,0,2.0,338000,33800.0,0
viv_1278,112.0,4+,7,1989-01-01,,0,0.5,276000,27600.0,1
viv_1279,92.0,2,4,1970-01-01,,0,1.4,225000,22500.0,1
viv_1280,102.0,3,2,1976-01-01,ext,0,1.4,298000,29800.0,1
viv_1281,121.0,4+,10,1980-01-01,,0,0.7,292000,29200.0,0
viv_1282,96.0,1,3,1979-01-01,ext,0,1.0,205000,20500.0,1
viv_1283,86.0,4+,10,2021-01-01,ext,0,1.8,204000,20400.0,1
viv_1284,116.0,3,8,2005-01-01,,0,0.5,262000,26200.0,1
viv_1285,86.0,4+,3,2012-01-01,,0,0.7,255000,25500.0,1
viv_1286,128.0,1,6,1999-01-01,int,0,0.6,238000,23800.0,1
viv_1287,93.0,2,9,1970-01-01,int,0,1.9,212000,21200.0,0
viv_1288,70.0,2,2,2002-01-01,,0,1.0,215000,21500.0,0
viv_1289,83.0,1,10,2013-01-01,,0,1.9,281000,28100.0,0
viv_1290,120.0,2,1,2005-01-01,int,0,1.7,310000,31000.0,1
viv_1291,99.0,4+,7,1980-01-01,ext,0,1.0,285000,28500.0,1
viv_1292,90.0,3,7,2022-01-01,ext,0,0.5,265000,26500.0,1
viv_1293,81.0,2,1,2002-01-01,,0,0.7,220000,22000.0,1
viv_1294,125.0,1,3,1996-01-01,ext,0,1.3,233000,23300.0,1
viv_1295,84.0,4+,6,1973-01-01,,0,1.2,236000,23600.0,1
viv_1296,104.0,3,2,1990-01-01,int,0,0.8,317000,31700.0,1
viv_1297,122.0,3,6,2021-01-01,,0,1.9,267000,26700.0,0
viv_1298,123.0,4+,2,1969-01-01,ext,0,1.2,339000,33900.0,1
viv_1299,119.0,2,6,1992-01-01,,0,0.8,344000,34400.0,0
viv_1300,94.0,4+,6,1986-01-01,,0,1.6,260000,26000.0,1
viv_1301,86.0,4+,8,1979-01-01,int,0,0.9,168000,16800.0,0
viv_1302,94.0,1,10,1977-01-01,int,0,0.5,164000,16400.0,1
viv_1303,71.0,3,5,2011-01-01,ext,0,1.7,232000,23200.0,1
viv_1304,76.0,3,6,2005-01-01,int,0,0.9,246000,24600.0,1
viv_1305,130.0,2,3,2012-01-01,int,0,0.7,321000,32100.0,1
viv_1306,110.0,3,4,1997-01-01,,0,1.1,275000,27500.0,1
viv_1307,120.0,4+,9,2006-01-01,int,0,1.0,301000,30100.0,1
viv_1308,87.0,3,9,2019-01-01,ext,0,1.3,234000,23400.0,1
viv_1309,83.0,2,7,2009-01-01,ext,0,1.0,229000,22900.0,1
viv_1310,78.0,2,6,1965-01-01,,0,0.9,185000,18500.0,1
viv_1311,113.0,4+,8,2016-01-01,,0,1.4,271000,27100.0,1
viv_1312,92.0,3,6,1995-01-01,int,0,0.7,281000,28100.0,1
viv_1313,61.0,3,10,1970-01-01,ext,0,1.3,127000,12700.0,0
viv_1314,117.0,1,4,1992-01-01,int,0,1.6,231000,23100.0,1
viv_1315,71.0,1,5,1982-01-01,ext,0,0.9,177000,17700.0,1
viv_1316,81.0,3,2,1995-01-01,,0,0.6,147000,14700.0,0
viv_1317,114.0,2,5,1989-01-01,ext,0,1.2,283000,28300.0,1
viv_1318,88.0,3,2,1979-01-01,int,0,1.9,283000,28300.0,1
viv_1319,94.0,1,1,1984-01-01,,0,1.3,130000,13000.0,0
viv_1320,101.0,3,6,1997-01-01,,0,1.3,166000,16600.0,0
viv_1321,90.0,2,6,2019-01-01,int,0,1.8,256000,25600.0,1
viv_1322,111.0,2,5,2015-01-01,ext,0,1.4,336000,33600.0,0
viv_1323,110.0,4+,3,1968-01-01,ext,0,1.4,308000,30800.0,1
viv_1324,78.0,4+,7,2011-01-01,int,0,0.6,258000,25800.0,1
viv_1325,122.0,1,3,1979-01-01,int,0,2.0,237000,23700.0,1
viv_1326,74.0,1,3,2008-01-01,int,0,1.6,187000,18700.0,1
viv_1327,95.0,3,5,2002-01-01,ext,0,0.8,282000,28200.0,1
viv_1328,119.0,4+,9,1983-01-01,ext,0,0.8,286000,28600.0,1
viv_1329,106.0,2,2,1989-01-01,int,0,1.9,286000,28600.0,1
viv_1330,84.0,4+,7,2020-01-01,ext,0,0.6,291000,29100.0,0
viv_1331,104.0,3,8,2006-01-01,int,0,1.3,287000,28700.0,1
viv_1332,61.0,1,8,1985-01-01,,0,1.9,147000,14700.0,1
viv_1333,80.0,1,2,2011-01-01,,0,0.6,152000,15200.0,0
viv_1334,119.0,3,10,1998-01-01,int,0,0.5,231000,23100.0,1
viv_1335,119.0,1,1,2017-01-01,int,0,1.5,241000,24100.0,1
viv_1336,108.0,1,5,1997-01-01,,0,1.9,214000,21400.0,0
viv_1337,77.0,4+,4,1993-01-01,,0,1.3,234000,23400.0,1
viv_1338,79.0,3,3,2010-01-01,int,0,1.6,260000,26000.0,1
viv_1339,117.0,2,4,2005-01-01,int,0,1.4,327000,32700.0,0
viv_1340,108.0,4+,1,2001-01-01,ext,0,1.2,333000,33300.0,1
viv_1341,79.0,3,4,2006-01-01,int,0,2.0,294000,29400.0,0
viv_1342,103.0,1,9,1980-01-01,ext,0,1.6,189000,18900.0,1
viv_1343,103.0,4+,3,1986-01-01,ext,0,1.4,288000,28800.0,0
viv_1344,85.0,3,4,1986-01-01,int,0,1.7,271000,27100.0,1
viv_1345,104.0,4+,10,1978-01-01,,0,0.6,202000,20200.0,1
viv_1346,80.0,4+,8,2014-01-01,int,0,1.2,227000,22700.0,0
viv_1347,65.0,1,2,2019-01-01,int,0,0.8,214000,21400.0,0
viv_1348,87.0,2,7,2006-01-01,int,0,0.6,243000,24300.0,1
viv_1349,118.0,1,1,1991-01-01,int,0,2.0,222000,22200.0,0
viv_1350,93.0,3,1,2023-01-01,,0,1.6,255000,25500.0,1
viv_1351,92.0,4+,4,2003-01-01,,0,0.7,166000,16600.0,0
viv_1352,75.0,3,3,2013-01-01,,0,0.5,223000,22300.0,1
viv_1353,100.0,2,4,1996-01-01,ext,0,1.2,267000,26700.0,1
viv_1354,115.0,1,3,2018-01-01,int,0,0.9,234000,23400.0,1
viv_1355,104.0,2,9,2000-01-01,ext,0,0.7,239000,23900.0,1
viv_1356,114.0,3,9,2013-01-01,,0,0.6,235000,23500.0,0
viv_1357,71.0,4+,9,2017-01-01,int,0,1.0,221000,22100.0,1
viv_1358,110.0,3,5,1983-01-01,ext,0,1.9,291000,29100.0,0
viv_1359,78.0,3,5,1995-01-01,,0,1.9,239000,23900.0,0
viv_1360,100.0,3,6,1964-01-01,int,0,1.8,219000,21900.0,1
viv_1361,104.0,3,3,2010-01-01,ext,0,1.5,302000,30200.0,1
viv_1362,130.0,4+,7,2001-01-01,,0,0.8,302000,30200.0,1
viv_1363,77.0,3,7,2002-01-01,int,0,0.7,320000,32000.0,0
viv_1364,115.0,3,4,1973-01-01,ext,0,1.0,317000,31700.0,0
viv_1365,112.0,2,3,1983-01-01,int,0,0.7,297000,29700.0,1
viv_1366,82.0,3,7,2010-01-01,int,0,1.4,257000,25700.0,1
viv_1367,99.0,1,3,1969-01-01,ext,0,1.7,204000,20400.0,1
viv_1368,81.0,4+,5,1997-01-01,int,0,1.8,275000,27500.0,1
viv_1369,128.0,2,9,1977-01-01,int,0,1.4,268000,26800.0,1
viv_1370,93.0,2,6,1964-01-01,int,0,1.8,201000,20100.0,1
viv_1371,112.0,3,4,2019-01-01,ext,0,0.8,316000,31600.0,1
viv_1372,110.0,3,2,2008-01-01,int,0,0.9,330000,33000.0,1
viv_1373,75.0,2,1,1983-01-01,ext,0,0.9,229000,22900.0,1
viv_1374,122.0,3,2,1972-01-01,,0,1.2,285000,28500.0,1
viv_1375,121.0,2,5,2007-01-01,,0,1.6,334000,33400.0,0
viv_1376,106.0,4+,9,1967-01-01,,0,1.6,231000,23100.0,1
viv_1377,87.0,2,3,1988-01-01,int,0,1.9,253000,25300.0,1
viv_1378,80.0,1,4,1982-01-01,,0,1.5,235000,23500.0,0
viv_1379,94.0,3,8,1968-01-01,,0,1.5,227000,22700.0,1
viv_1380,97.0,1,3,2016-01-01,ext,0,0.7,212000,21200.0,1
viv_1381,105.0,1,1,2017-01-01,int,0,0.8,227000,22700.0,1
viv_1382,66.0,2,1,2018-01-01,int,0,0.7,214000,21400.0,1
viv_1383,94.0,1,5,2022-01-01,,0,1.3,191000,19100.0,1
viv_1384,109.0,2,10,1965-01-01,int,0,0.8,187000,18700.0,1
viv_1385,103.0,3,9,2021-01-01,,0,1.1,232000,23200.0,1
